№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
143;Мусієвка;;орнітологіч-ний;243;Ружинський  р-н,  ДП  “Попільнянське ЛГ”, Ружинське лісництво, кв. 73, 74,  75,  76, 77, 78, 79; ДП  “Попільнянське ЛГ”;Рішення 11 сесії 23 скликання облради від 29.11.2001 (площа становить 45,0 га: Ружинський  р-н,  ДП  “Попільнянське ЛГ”,  Ружинське лісництво, кв. 77). Рішенням  XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 «Про створення нових і зміну меж існуючих  об’єктів природно-заповідного фонду місцевого значення» розширено межі заказника на 198 га за рахунок кварталів 73, 74, 75, 76, 78, 79 Ружинського лісництва, після чого його  площа становить 243 га
144;Власенки;;орнітологіч-ний;121;Ружинський  р-н,  ДП  “Попільнянське ЛГ” , Ружинське лісництво, кв. 71, 72.; ДП  “Попільнянське ЛГ”;Рішення 11 сесії 23 скликання облради від 29.11.2001
;Разом заказників орнітологічних;3;;367,4;;;
145;Камінне село;;геологічний;15;"Олевський р-н,  ДП “Білокоровицьке ЛГ”, Замисловицьке лісництво, кв. 54, вид. 25-30; кв. 62, вид. 1, 2, 7, 9"; ДП “Білокоровицьке ЛГ”       ;Рішення облвиконкому від 01.02.1988 р. № 27
;Разом заказників геологічних;1;;15;;;
;Всього заказників місцевого значення;145;;78304,66;;;
1;Алея верб;пам`ятка природи;ботанічна;0,1;Володарсько-Волинський р-н, с. Рижани, біля середньої школи;Рижанська сільська рада;Рішення Х сесії облради ХХII скликання від 22.11.97 р.
2;Віковий дуб;пам`ятка природи;ботанічна;0,01;Володарсько-Волинський р-н, с. Гацківка, подвір’я будинку № 9, вул. Корольова, садиба Паламарчука Степана Петровича;Домогосподар Паламарчук Степан Петрович;Рішення III сесії обласної ради ХХIII скликання від 17.09.1998 р.
3;Грабчаковий ліс;пам`ятка природи;ботанічна;19,8;Коростишівський р-н, ДП “Коростишівський лісгосп АПК”, кв. 1, вид. 10, 13;ДП “Коростишівський лісгосп АПК”,;Рішення 7 сесії 24 скликання обласної ради від 23.04.2003р. № 207
4;Деревицькі модрини;пам`ятка природи;ботанічна;20;Любарський р-н,  ДП “Бердичівське ЛГ”    , Любарське лісництво, кв.12, вид. 18, 21; ДП “Бердичівське ЛГ”      ;Рішення 14 сесії обласної ради ХХIII скликання від 04.07.2000 р.
5;Добринські дуби;пам`ятка природи;ботанічна;0,05;Володарсько-Волинський р-н, с. Добринь, вул. К. Маркса, навпроти будинку №5;Добринська сільська рада;Рішення III сесії обласної ради ХХIII скликання від 17.09.1998 р.
6;Дуб Велетень;пам`ятка природи;ботанічна;0,01;Андрушівський р-н,  ДП  “Попільнянське ЛГ”, Андрушівське лісництво, кв. 46, вид.4; ДП  “Попільнянське ЛГ”   ;Рішення облвиконкому від 31.03.1964 р. № 149
7;Липка;пам`ятка природи;ботанічна;0,01;Андрушівський р-н, с. Степок, подвір’я ЗОШ І-Ш ст.;Степківська  ЗОШ І-Ш ст.;Рішення 14 сесії обласної ради ХХIII скликання від 04.07.2000 р.
8;Романівські дуби;пам`ятка природи;ботанічна;40;Дзержинський р-н,  ДП “Бердичівське ЛГ”, Дзержинське лісництво, кв. 30, виділ 1, кв.31, виділ 13; ДП “Бердичівське ЛГ”      ;Рішення 14 сесії обласної ради ХХIII скликання від 04.07.2000 р.
9;Сім лип;пам`ятка природи;ботанічна;0,15;Черняхівський р-н, с. Корчівка (північно-східна околиця);Сліпчицька сільська рада;Рішення 14 сесії обласної ради ХХIII скликання від 04.07.2000 р.
10;Тополі Стебницького;пам`ятка природи;ботанічна;0,01;Володарсько-Волинський р-н, с. Стебниця;СТОВ “Радичі”;Рішення Х сесії облради ХХII скликання від 22.11.97 р.
11;Урочище Криниченька (чотири дуби віком 550 р.);пам`ятка природи;ботанічна;0,1;Радомишльський р-н,  ДП “Радомишльське ЛМГ”, Поташнянське лісництво, кв. 5, вид.11; ДП “Радомишльське ЛМГ”    ;Рішення облвиконкому від 31.03.1964 р. № 149
12;Урочище Тригір’я (три дуби черешчаті, 500-550 р.);пам`ятка природи;ботанічна;0,1;Житомирський район, землі КЕЧ Житомирського району,   Тригірське лісництво, кв. 18, вид.2; ДП “Житомирське ЛГ”  ;Рішення облвиконкому від 31.031964 р. № 149
13;Урочище “Язвін-1” (одинокий дуб черешчатий 300р.);пам`ятка природи;ботанічна;0,01;Овруцький р-н,  ДП “Овруцький спецлісгосп”, Ситовецьке лісництво, кв. 22, вид.7; ДП “Овруцький спецлісгосп”  ;Рішення облвиконкому від 20.11.1967 р. № 610
14;Урочище “Язвін-2” (одинокий дуб черешчатий 280 р.);пам`ятка природи;ботанічна;0,01;Овруцький р-н,  ДП “Овруцький спецлісгосп”, Ситовецьке лісництво, кв. 9, вид. 26;  ДП “Овруцький спецлісгосп”;Рішення облвиконкому від 20.11.1967 р. № 610
15;Урочище “Язвін-3” (одинокий дуб черешчатий 280 р.);пам`ятка природи;ботанічна;0,01;Овруцький р-н,  ДП “Овруцький спецлісгосп”, Ситовецьке лісництво, кв. 10, вид.22;  ДП “Овруцький спецлісгосп”;Рішення облвиконкому від 20.11.1967 р. № 610
16;Богданів дуб;пам`ятка природи;ботанічна;0,03;Новоград-Волинський район, ДП «Новоград-Волинське ДЛМГ», Пилиповецьке лісництво, кв. 2, вид. 10;ДП «Новоград-Волинське ДЛМГ»;Рішення II сесії обласної ради VI скликання від 14.12.10 № 21 «Про утворення об’єкта природно-заповідного фонду місцевого значення»
17;Чорна береза;пам`ятка природи;ботанічна;0,01;Володарсько-Волинський р-н, с. Стебниця, біля тваринницької ферми;СТОВ “Радичі”;Рішення III сесії облради ХХIII скликання від 17.09.1998р.
;Разом пам`яток природи ботанічних;17;;80,41;;;
18;Життєдайне джерело Богородиці;пам`ятка природи;гідрологічна;0,1;Черняхівський р-н, учгосп “Україна”, 3 км від смт Черняхів, 400 м ліворуч дороги Черняхів-Червоноармійськ;Учгосп “Україна” Житомирського національного агроекологічного університету;Рішення 14 сесії обласної ради  ХХIII скликання від 04.07.2000 р.
19;Радонові джерела  м. Житомира;пам`ятка природи;гідрологічна;0,01;м. Житомир, вул. Жуйка, 47;Житомирський облздороввідділ, обллікцентр вертибрології і реабілітації;Рішення облвиконкому від 07.12.1970 р. № 624
20;Криничка ;пам`ятка природи;гідрологічна;0,04;Володарсько-Волинський р-н, с. Старий Бобрик; ДП “Вол-Волинський лісгосп АПК”;Рішення 14 сесії обласної ради ХХIII скликання від 04.07.2000 р.
;Разом пам`яток природи гідрологічних;3;;0,15;;;
21;Баранячі лоби;пам`ятка природи;геологічна;0,1;м.Коростень, міський парк, на березі р.Уж;Коростенська міська рада ;Рішення облвиконкому від 20.11.1967 р. № 610
22;Велетенські котли;пам`ятка природи;геологічна;0,1;м. Коростень, міський парк, на березі р.Уж;Коростенська міська рада;Рішення облвиконкому від 20.11.1967 р. № 610
23;Виходи гранітів лизниківського типу;пам`ятка природи;геологічна;4,8;Володарсько-Волинський р-н, с. Лизник, північна стінка кар’єру;ВАТ “Лезниківський кар’єр”;Рішення III сесії обласної ради ХХIII скликання від 17. 09. 21998 р.
24;Відслонення білокоровиць-ких кварцитів;пам`ятка природи;геологічна;0,5;Олевський р-н, с. Рудня-Озерянська,  ДП “Білокоровицьке ЛГ”,        Озерянське лісництво кв. 37, вид. 1; ДП “Білокоровицьке ЛГ”         ;Рішення III сесії обласної ради XXIII скликання від 17.09. 1998 р.
25;Відслонення головинського габро;пам`ятка природи;геологічна;0,1;Черняхівський р-н,  с. Сліпчиці, східний  кар’єр; ЗАТ  Головинський кар’єр “Граніт”;Рішення III сесії обласної ради ХХIII скликання від 17.09.1998 р.
26;Відслонення іризуючого лабрадориту;пам`ятка природи;геологічна;0,1;Черняхівський р-н, смт Головине, Головинський кар’єр; ЗАТ  Головинський кар’єр “Граніт”;Рішення III сесії обласної ради ХХIII скликання від 1709.1998 р.
27;Відслонення нижньопроте-розойських конгломератів;пам`ятка природи;геологічна;6,6;Радомишльський р-н, с. Леніне, на північ 1 км.; Ленінська сільська рада;Рішення III сесії обласної ради ХХШ скликання від 17.09.1998 р.
28;Відслонення пегматиту;пам`ятка природи;геологічна;0,01;Коростишівський район, с. Високий Камінь, заплава лівого берега р. Тетерів; Городська сільська рада;Рішення III сесії обласної ради ХХIII скликання від 17.09.1998 р.
29;Мальовничі скелі;пам`ятка природи;геологічна;0,1;Житомирський р-н, с. Нова Рудня, правий і лівий береги р. Тетерів, ; ДП “Житомирський лісгосп АПК”;Рішення облвиконкому від 31.03.1964 р. № 149
30;Ольжині купальні;пам`ятка природи;геологічна;0,2;м. Коростень, міський парк, на березі р.Уж;Коростенська міська рада  ;Рішення облвиконкому від 20.11.1967 р. № 610
31;Скеля Голова Чацького;пам`ятка природи;геологічна;0,01;м.Житомир, лівий берег р.Тетерів, в 200 м від греблі ВАТ “Льонотекс”;Житомирський міськкомунгосп;Рішення облвиконкому від 20.11.1967. № 610
32;Скеля Кам’яний гриб;пам`ятка природи;геологічна;0,1;м. Новоград-Волинський (східна частина міста);Новоград-Волинський міськкомунгосп;Рішення облвиконкому від 20.11.1967 р. № 610
33;Скеля Чотири брати;пам`ятка природи;геологічна;0,2;м. Житомир, вул. Черняхівського, правий берег р.Тетерів, в 100 м від греблі ВАТ “Льонотекс”;Житомирський міськкомунгосп;Рішення облвиконкому від 20.11.1967 р. № 610
34;Скеля Крашевського;пам`ятка природи;геологічна;0,01;Житомирський р-н, правий берег р. Гнилоп’ять;В/ч А-0339;Рішення облвиконкому від 20.11.1967 р. № 610
35;Флороносні пісковики;пам`ятка природи;геологічна;0,2;Володарсько-Волинський р-н, між с. Волянщина і Невирівка, на правому березі  р. Ірша; Рижанська сільська рада;Рішення облвиконкому від 20.11.1967 р. №  610
;Разом пам`яток природи геологічних;15;;13,13;;;
;Всього пам`яток природи місцевого значення;35;;93,69;;;
1;Гладковицький;дендропарк;;4;Овруцький р-н,  ДП “Овруцьке ЛГ”  Гладковицьке лісництво, кв. 38; ДП “Овруцьке ЛГ”;Рішення облвиконкому від 31.03.1964 р. № 149
2;Еліта;дендропарк;;4,8;Коростенськии  р-н, с. Грозине, дослідне господарство “Грозинське”  ; Дослідне  господарство “Грозинське”;Рішення облвиконкому від 01.02.1988 р.  № 27
3;Пілява;дендропарк;;6,1;Новоград-Волинський р-н,  ДП “Новоград-Волинське ДЛМГ”  , Піщівське лісництво, кв. 63, вид. 8, 9, 16; ДП “Новоград-Волинське ДЛМГ”    ;Рішення облвиконкому від 20.11.1967 р. № 610
;Всього дендропарків місцевого значення;3;;14,9;;;
1;Андрушівський;парк-пам`ятка садово-паркового мистецтва;;9,38;Андрушівський р-н, м. Андрушівка;Андрушівське комунальне підприємство “Комсервіс”   ;Рішення облвиконкому від 07.12.1970 р. № 624
2;Бондарецький;парк-пам`ятка садово-паркового мистецтва;;1,9;Житомирський р-н, с. Бондарці  ; ПАТ “Житомирський меблевий комбінат”;Рішення облвиконкому від 31.03.1964 р. № 149
3;Високівський;парк-пам`ятка садово-паркового мистецтва;;6,55;Черняхівський р-н, с. Високе, центр села;Високівська сільська рада;Рішення облвиконкому від 22.12.1973 р. № 505
4;Вільхівський;парк-пам`ятка садово-паркового мистецтва;;11,2;Романівський р-н, с. Вільха;Вільшанська сільська рада;Рішення облвиконкому від 31.03.1964 р. № 149
5;Двори-щанський парк;парк-пам`ятка садово-паркового мистецтва;;1,5;Володарсько-Волинський р-н, с. Дворище;Дворищанська загальноосвітня школа;Рішення III сесії обласної .ради XXIII скликання від 17.09.1998 р.
6;Демчинський;парк-пам`ятка садово-паркового мистецтва;;4;Бердичівський р-н, с. Демчин, залізнична станція Демчин;Бердичівська дистанція  захисних лісонасаджень;Рішення облвиконкому від 31.03.1964 р. № 149
7;Парк ім. Кутузова;парк-пам`ятка садово-паркового мистецтва;;5;Володарськ-Волинський р-н,  смт Володарськ-Волинський; Володарсько-Волинська дільниця “Благоустрій-сервіс” ;Рішення облвиконкому від 20.11.1967 р. № 610
8;Парк ім. Міклухо-Маклая;парк-пам`ятка садово-паркового мистецтва;;29,6348;Малинський р-н, м. Малин;Малинський міськвиконком;Рішення облвиконкому від 22.12.1973 р. № 505 (площа заповідного об’єкта становить 43,0 га). Рішенням IX сесії Житомирської обласної ради VI скликання від 22.03.12 № 503 «Про створення нових та уточнення площі існуючого об’єкта природно-заповідного фонду місцевого значення» площу парку-пам'ятки змінено (зменшено) до 29,6348 га
9;Парк ім. Ю. Гагаріна;парк-пам`ятка садово-паркового мистецтва;;36;м. Житомир, вул. Старий бульвар, 34;КП «Інспекція з благоустрою м. Житомира»;Рішення облвиконкому юд 31.03.1964 р. № 149
10;Кмитівський;парк-пам`ятка садово-паркового мистецтва;;9;Коростишівський р-н, с. Кмитів;Кмитівська школа-інтернат;Рішення облвиконкому від 10.05.1972 р. № 198
11;Корости-шівський;парк-пам`ятка садово-паркового мистецтва;;12,9;м. Коростишів;КП «Коростишівський комунальник»;Рішення облвиконкому від 31.03.1964 р. № 149
12;Овруцький;парк-пам`ятка садово-паркового мистецтва;;1,2;м. Овруч; Овруцьке багатогалузеве виробниче орендне управління житлово-комунального господарства;Рішення облвиконкому від 31.03.1964 р. № 149
13;Райгородський;парк-пам`ятка садово-паркового мистецтва;;10,5;Бердичівський р-н, с. Райгородок; Райгородоцька сільська рада Бердичівського району;"Рішення облвиконкому від 20.11.1967 р. № 610; змінено користувача з ДП «Дзержинський лісгосп АПК» на Райгородоцьку сільську раду Бердичівського району рішенням 8 сесії Житомирської обласної ради шостого скликання від 15.12.11 №373 «Про створення нових та уточнення площ існуючих об’єктів природно-заповідного фонду місцевого значення, про зміну користувача заповідного об’єкта»"
14;Турчинівський;парк-пам`ятка садово-паркового мистецтва;;11;Чуднівський район, с. Турчинівка; Турчинівське СПТУ-30;Рішення облвиконкому від 07.12.1970 р. № 624
15;Тютюн-никівський;парк-пам`ятка садово-паркового мистецтва;;5;Чуднівський район, с. Тютюнники;Тютюнниківська сільська рада;Рішення облвиконкому від 31.03.1964 р. № 149
16;Ушомирський;парк-пам`ятка садово-паркового мистецтва;;12,91;Коростенський р-н, с. Ушомир;Ушомирська  сільська рада;Рішення облвиконкому від 07.12.1і970 р. №624
17;Червонський;парк-пам`ятка садово-паркового мистецтва;;36;Андрушівський р-н, смт Червоне;ВАТ “’Червонський цукровик”;Рішення облвиконкому від 20.11.1967 р. № 610
18;Юліно;парк-пам`ятка садово-паркового мистецтва;;25;Овруцький р-н, біля  с. Потаповичі  ;Овруцьке СПТУ №35;Рішення облвиконкому від 20.11.1967 р. № 610
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення;18;;228,6748;;;
;Всього територій та об`єктів ПЗФ місцевого значення;201;;78641,9248;;;
;Всього територій та об`єктів ПЗФ;221;;136581,9648;;;
